agent,qid,hits1,traj_len,n_unique,explored,AGEE,S,I,E,redundancy,usr,n_unique_comms,n_nodes,n_edges
PoG,WebQTest-73,1,2,2,1,0.8659854118362244,0.8081632653061225,0.8411078717201166,1.0,1.0,1.0,2,49,56
PoG,WebQTest-74,1,3,3,1,0.8561470147303554,0.9643431019970923,0.6513792179967863,1.0,1.0,1.0,3,1867,3389
PoG,WebQTest-75,1,2,2,1,0.9254343517511402,0.9168386652906776,0.883536696412311,1.0,1.0,1.0,2,969,2399
PoG,WebQTest-76,1,104,53,1,0.38633597608851433,0.4466563111979589,0.19694175517077003,0.6330206451116833,0.5048543689320388,0.5096153846153846,7,1943,3819
PoG,WebQTest-77,1,2,2,1,0.80544964175479,0.9545910687405917,0.5377320622177622,1.0,1.0,1.0,2,1993,4688
PoG,WebQTest-78,1,4,3,1,0.7613404753591144,0.7387432906520511,0.676348949640031,0.9285714285714286,0.6666666666666666,0.75,2,1586,2851
PoG,WebQTest-79,0,2,2,1,0.362640690276134,5.025757004648831e-05,0.795646437994723,1.0,1.0,1.0,1,1895,4323
PoG,WebQTest-80,1,4,3,1,0.7581980937476399,0.9678224464602008,0.4931202189223412,0.8571428571428571,0.6666666666666666,0.75,3,1202,1935
PoG,WebQTest-82,0,16,6,1,0.6170817482623892,0.9473827561028102,0.21419202857412084,0.8778045257583054,0.3333333333333333,0.375,5,1923,4187
PoG,WebQTest-83,1,22,7,1,0.4258879530237717,0.5003799621039461,0.13841626819615385,0.9172703011818528,0.2857142857142857,0.3181818181818182,3,1316,2882
PoG,WebQTest-84,1,10,6,1,0.5181134633953985,0.7091742023666493,0.20027662961664525,0.8195180722891565,0.5555555555555556,0.6,3,1389,4941
PoG,WebQTest-85,0,74,25,1,0.18601279526245132,0.10215083638826987,0.0401207637232482,0.8711776187378009,0.3424657534246575,0.33783783783783783,2,1794,4201
PoG,WebQTest-86,1,4,3,1,0.6945259985145376,0.9376356729377714,0.37594725108458044,0.8571428571428571,0.6666666666666666,0.75,3,1382,2372
PoG,WebQTest-87,1,8,5,1,0.6034195373779839,0.7856350174309648,0.2949097657309249,0.8625730994152048,0.5714285714285714,0.625,3,1973,3356
PoG,WebQTest-88,1,2,2,1,0.9583536709255068,0.9375648340248963,0.9528195770634404,1.0,1.0,1.0,2,1928,3516
PoG,WebQTest-89,1,6,4,1,0.5744659477770147,0.5103525338648598,0.4492216117216117,0.9032258064516129,0.6,0.6666666666666666,2,520,1173
PoG,WebQTest-90,1,80,24,1,0.32042472609163875,0.32966574509670754,0.08901838571776129,0.8609522629612486,0.2911392405063291,0.3,3,1121,1994
PoG,WebQTest-91,1,4,3,1,0.6848348179834465,0.9615993184031159,0.3392156000937646,0.857142857142857,0.6666666666666666,0.75,3,1896,4523
PoG,WebQTest-93,1,2,2,1,0.8556641073655996,0.9565656565656566,0.6575098814229249,1.0,1.0,1.0,2,1980,3563
PoG,WebQTest-94,1,2,2,1,0.945898153839506,0.9168618266978922,0.9412400683898219,1.0,1.0,1.0,2,854,1339
PoG,WebQTest-95,1,2,2,1,0.8654890838310548,0.9643231899265476,0.6748238644880827,1.0,1.0,1.0,2,1906,4474
PoG,WebQTest-96,1,2,2,1,0.9151501526233251,0.9445220902243963,0.8249242953645469,1.0,1.0,1.0,2,1431,3635
PoG,WebQTest-97,1,24,10,1,0.45186054277911597,0.5647660242767611,0.1592676577470441,0.8606111920608039,0.391304347826087,0.4166666666666667,3,1389,3892
PoG,WebQTest-98,1,4,3,1,0.7289660814540976,0.9565903890160183,0.43604636591478696,0.8571428571428571,0.6666666666666666,0.75,3,1900,3980
PoG,WebQTest-99,1,4,3,1,0.5958930223765287,0.6847673626486334,0.3266362883181442,0.9285714285714286,0.6666666666666666,0.75,2,1988,3611
PoG,WebQTest-100,1,8,3,1,0.5172618950302023,0.6736883473038011,0.16975939472174412,0.9736842105263158,0.2857142857142857,0.375,2,1992,3669
PoG,WebQTest-102,0,6,4,1,0.5901742874947916,0.5099781147159947,0.4899261159018073,0.903225806451613,0.6,0.6666666666666666,2,1416,2318
PoG,WebQTest-103,1,30,9,1,0.152977164092305,0.0004128440366972481,0.09678389398572884,0.9388646288209607,0.27586206896551724,0.3,1,1090,2229
PoG,WebQTest-104,1,4,3,1,0.6185577096502992,0.7019131430812163,0.45206857442335285,0.7467532467532467,0.6666666666666666,0.75,2,1398,4029
PoG,WebQTest-105,1,4,2,1,0.6642894623271173,0.9500500250125062,0.25045022511255627,1.0,0.3333333333333333,0.5,2,1999,2980
PoG,WebQTest-106,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1546,3901
PoG,WebQTest-107,1,6,4,1,0.649952773161835,0.9643620268620268,0.2912363485280152,0.8064516129032259,0.6,0.6666666666666666,4,1872,4355
PoG,WebQTest-108,1,4,2,1,0.7158935527919641,0.9643231899265476,0.33741193224404137,1.0,0.3333333333333333,0.5,2,1906,4474
PoG,WebQTest-109,0,4,3,1,0.6437216272344738,0.7461926194766314,0.4731697171381032,0.7467532467532467,0.6666666666666666,0.75,2,601,875
PoG,WebQTest-110,0,13,6,1,0.45981321097830974,0.5413019537160184,0.17578207233379647,0.8991596638655462,0.4166666666666667,0.46153846153846156,2,435,895
PoG,WebQTest-111,1,2,2,1,0.8284127294815886,0.9413699690402476,0.6042837918660287,1.0,1.0,1.0,2,608,1384
PoG,WebQTest-112,0,6,4,1,0.7325822759811869,0.8650114940817736,0.5159527188452809,0.8647642679900744,0.6,0.6666666666666666,3,1815,3929
PoG,WebQTest-114,0,6,3,1,0.7131139324260543,0.923296077142231,0.39479793183496886,0.9230769230769231,0.4,0.5,3,1053,2300
PoG,WebQTest-115,0,20,10,1,0.5056452246999021,0.7986214621585896,0.12913793103448276,0.830647613256309,0.47368421052631576,0.5,4,435,895
PoG,WebQTest-116,0,2,2,1,0.8767292063754115,0.9091964332823299,0.7590443025730316,1.0,1.0,1.0,2,1723,6595
PoG,WebQTest-118,0,24,13,1,0.5113087864811574,0.7405538177709643,0.23766393551084156,0.6413388373740796,0.5217391304347826,0.5416666666666666,7,1964,3520
PoG,WebQTest-119,0,5,4,1,0.5974296663581325,0.6833112019133519,0.34794783515910277,0.889855072463768,0.75,0.8,2,1065,1767
PoG,WebQTest-121,0,6,4,1,0.4653077160894029,0.49212237041306,0.30551681388501467,0.6926994906621391,0.6,0.6666666666666666,2,717,1295
PoG,WebQTest-122,1,2,2,1,0.9433046023803361,0.8753033980582524,0.9829764596355898,1.0,1.0,1.0,2,824,1125
PoG,WebQTest-123,0,18,10,1,0.48912592066276883,0.6311296784233135,0.22527907252465987,0.7428936247833887,0.5294117647058824,0.5555555555555556,4,1971,3655
PoG,WebQTest-124,1,12,4,1,0.3816516127801754,0.4520206235307864,0.08768780479059095,0.9620253164556962,0.2727272727272727,0.3333333333333333,2,1992,3420
PoG,WebQTest-125,1,6,4,1,0.632610291989527,0.7006716958150777,0.405761731702788,0.903225806451613,0.6,0.6666666666666666,2,1192,1952
PoG,WebQTest-126,1,4,3,1,0.6897069465842909,0.7482671005809973,0.48429752066115705,0.9285714285714286,0.6666666666666666,0.75,2,286,398
PoG,WebQTest-127,1,2,2,1,0.9430975358906889,0.9001560062402494,0.9527203588143526,1.0,1.0,1.0,2,1282,2817
PoG,WebQTest-128,1,10,5,1,0.1894015569005232,0.006038647342995168,0.2066425120772947,0.8918918918918919,0.4444444444444444,0.5,1,138,165
PoG,WebQTest-129,1,20,11,1,0.21937255310720316,0.00041060097051138437,0.3159574468085106,0.8584905660377358,0.5263157894736842,0.55,1,1410,2920
PoG,WebQTest-131,0,4,3,1,0.7492155153817697,0.9474500625918468,0.48907704239917266,0.8571428571428572,0.6666666666666666,0.75,3,1934,5198
PoG,WebQTest-132,1,7,5,1,0.6157207135802161,0.9217130758641449,0.2858065236206958,0.7296037296037297,0.6666666666666666,0.7142857142857143,4,881,2112
PoG,WebQTest-133,1,4,2,1,0.7316834307801882,0.9706285253827558,0.36448140900195697,1.0,0.3333333333333333,0.5,2,1460,3589
PoG,WebQTest-134,0,8,5,1,0.5977062465351207,0.6835529204867817,0.44143797536194496,0.7046783625730995,0.5714285714285714,0.625,3,1967,4600
PoG,WebQTest-138,1,18,6,1,0.29428941390780855,0.2680383868585976,0.06981429530523187,0.9441340782122905,0.29411764705882354,0.3333333333333333,2,1986,3834
PoG,WebQTest-139,1,5,4,1,0.6563316388838091,0.8371868978805396,0.44335260115606934,0.7130434782608696,0.75,0.8,3,173,227
PoG,WebQTest-141,1,2,2,1,0.3618898323154587,0.00033025099075297226,0.7924702774108322,1.0,1.0,1.0,1,757,2028
PoG,WebQTest-142,1,4,3,1,0.7506757503648859,0.8358843537414965,0.5918162938252224,0.8571428571428572,0.6666666666666666,0.75,3,196,236
