<<<<<<< HEAD
qi,agent,T,K_louv,K_leid,agee_louv,agee_leid,S_louv,S_leid,I_louv,I_leid,E_louv,E_leid
11,bfs,10,13,13,0.6075291193939399,0.7085622863657993,0.3363393730077571,0.5221080575698871,0.7994488479436502,0.7994488479436502,0.88,0.9199999999999999
11,greedy,10,13,13,0.7387726282027994,0.7439568320019894,0.9231678379533244,0.9200518395409772,0.459796537945366,0.459796537945366,0.9052631578947368,0.9333333333333333
11,random_walk,10,13,13,0.6693563101155328,0.5812410664223148,0.5729574926643526,0.40771537844776334,0.6259436707798891,0.6259436707798891,0.909795918367347,0.846938775510204
12,bfs,10,40,46,0.8361139624163115,0.7746674822143015,0.8414547269516044,0.7123516518799116,0.7756256955789644,0.7756256955789644,0.9156626506024097,0.8783783783783783
12,greedy,10,40,46,0.8028161930259707,0.738695488104742,0.9605045211950386,0.8023168552265403,0.5265732195077897,0.5265732195077897,1.0,0.9777777777777777
12,random_walk,10,40,46,0.7450730417852888,0.7120363094771263,0.9468919473880175,0.8429511713060922,0.44510898790871006,0.44510898790871006,0.9249433106575964,0.9452913695598721
13,bfs,10,15,15,0.5136051213863575,0.5136051213863575,0.5087373989322765,0.5087373989322765,0.29152340498637913,0.29152340498637913,0.9400000000000002,0.9400000000000002
13,greedy,10,15,15,0.620560673523354,0.620560673523354,0.814293777934498,0.8142937779344979,0.2831272972685476,0.2831272972685476,0.9259816207184629,0.9259816207184629
13,random_walk,10,15,15,0.21467717307689857,0.21467717307689857,5.684644354437574e-05,5.684644354437574e-05,0.26861809848646345,0.26861809848646345,0.9365079365079364,0.9365079365079364
14,bfs,10,32,30,0.49558464894201015,0.4190272180837124,0.28090072792718684,0.14513272486546094,0.5191650554300653,0.5191650554300653,0.9200000000000002,0.9428571428571428
14,greedy,10,32,30,0.8111989948490724,0.8093689721928331,0.9339703889306296,0.9361123613659882,0.6194451709181531,0.6194451709181531,0.911111111111111,0.8999999999999999
14,random_walk,10,32,30,0.25824199572538925,0.25824199572538925,9.420757967269595e-05,0.00010048808498420899,0.4036864771748493,0.4036864771748493,0.9666666666666668,0.9666666666666668
15,bfs,10,41,46,0.7498842292099246,0.6168942603561932,0.6320037036016497,0.3541987271464356,0.8410627036077643,0.8410627036077643,0.8243243243243243,0.8199999999999998
15,greedy,10,41,46,0.7667989987823086,0.8149357189972449,0.8397741107694743,0.9579741516983095,0.5741842811406936,0.5741842811406936,0.9518072289156627,0.9684210526315788
15,random_walk,10,41,46,0.6318111200050781,0.3096669602699084,0.559512954573512,1.0809512370886374e-05,0.5852514831623258,0.5852514831623258,0.8310657596371881,0.9897959183673468
16,bfs,10,4,4,0.5856597538476968,0.6507164422247202,0.5949804375359503,0.7378095471276711,0.4143282641180268,0.4143282641180268,0.8571428571428572,0.9047619047619049
16,greedy,10,4,4,0.5080037966234143,0.5080037966234143,0.5155873692818572,0.5155873692818572,0.2876905295687136,0.2876905295687136,0.9047619047619049,0.9047619047619049
16,random_walk,10,4,4,0.21430763230694808,0.5416473122238677,0.0011552680221811461,0.6584234976395705,0.27954405422057915,0.27954405422057915,0.9054054054054055,0.8196911196911196
17,bfs,10,5,5,0.6224859473456912,0.6224859473456912,0.7430654263195012,0.7430654263195012,0.333884090417664,0.333884090417664,0.9365079365079365,0.9365079365079365
